enterer,entry_date,subject,DOT,DOB,age_group,order,item,label,story,polarity,condition,true_answer,response,correct,response_type,justification,just_type,include
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,don't know,none,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,yellow hat,,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,feet are big,scale,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,so small,scale,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,so little,scale,1
M,2018-08-01,60,2018-07-12,2013-06-29,5,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,basket is full,scale,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,the longest,scale,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,"""couldn't even get under counch""",scale,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,"littlest ""can't even reach it""",scale,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium one,,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-01,61,2018-07-16,2013-05-13,5,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,1,target,fit,pos,TFP,3,3,1,adult-like,big,scale,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,2,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,4,target,weight,pos,TWP,1,1,1,adult-like,teeny,scale,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,5,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,8,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,big,scale,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,big,scale,1
M,2018-08-01,62,2018-07-16,2013-10-24,4,POS,12,target,capacity,neg,TCN,1,3,0,opposite,,none,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,smallest,scale,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,8,target,fit,pos,TFP,3,1,0,opposite,smallest,scale,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,smallest,scale,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-01,63,2018-07-16,2011-08-17,6,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,littlest,scale,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,like the mice,random,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,3,filler,sameness,neg,FMN,2,1,0,opposite,orange,,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,like mouse,random,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,like other stories,random,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,same,random,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,same,random,1
M,2018-08-01,64,2018-07-19,2012-05-04,6,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,opposite as marbles,scale,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,so big,scale,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,,none,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,8,target,fit,pos,TFP,3,1,0,opposite,small,scale,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,he's so small,scale,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,10,filler,scale,pos,FSP,2,3,0,opposite,big backpack,,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,he's little,scale,1
M,2018-08-01,65,2018-07-19,2011-09-20,6,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,it's big,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,1,target,fit,pos,TFP,3,3,1,adult-like,big,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,2,target,reach,pos,TRP,1,3,0,opposite,big,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,4,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,5,target,capacity,pos,TCP,3,2,0,middle,medium,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,8,target,fit,neg,TFN,1,2,0,middle,medium,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,big,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,medium,,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,big,scale,1
M,2018-08-01,66,2018-07-19,2014-05-07,4,POS,12,target,capacity,neg,TCN,1,3,0,opposite,big,scale,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,1,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,2,target,reach,pos,TRP,1,3,0,opposite,,none,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow one,,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,4,target,weight,pos,TWP,1,1,1,adult-like,baby,scale,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,5,target,capacity,pos,TCP,3,1,0,opposite,just did,random,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,8,target,fit,neg,TFN,1,3,0,opposite,,none,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,9,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,10,filler,scale,neg,FSN,2,1,0,opposite,,,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-01,67,2018-07-23,2014-08-27,3,POS,12,target,capacity,neg,TCN,1,2,0,middle,,none,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,smallest,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,doesn't match,,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,middle,,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow,,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,8,target,fit,pos,TFP,3,1,0,opposite,small,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,small,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
M,2018-08-01,68,2018-07-23,2013-07-10,5,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,small,scale,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,1,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,2,target,reach,pos,TRP,1,2,0,middle,,none,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,4,target,weight,pos,TWP,1,2,0,middle,roof,random,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,5,target,capacity,pos,TCP,3,2,0,middle,,none,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,6,filler,scale,pos,FSP,2,3,0,opposite,,,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,7,filler,sameness,neg,FMN,2,3,0,opposite,,,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,8,target,fit,neg,TFN,1,3,0,opposite,,none,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,10,filler,scale,neg,FSN,2,1,0,opposite,,,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-01,69,2018-07-23,2013-11-29,4,POS,12,target,capacity,neg,TCN,1,3,0,opposite,,none,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,"littlest ""even""",scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,tallest,scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,pink and green,,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest so strongest,scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,"littlest cup, least marbles",scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,"medium hat, medium turtle",,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,"littlest, hard time",scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,littlest,scale,1
M,2018-08-01,70,2018-07-23,2012-04-14,6,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,biggest basket maybe not enough,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,smallest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,tallest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,only one whose shell doesn't match,,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,smallest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,medium one,,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,biggest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,smallest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,smallest,scale,1
M,2018-08-01,71,2018-07-23,2012-01-07,6,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,littlest one with littlest basket,scale,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,1,target,fit,pos,TFP,3,2,0,middle,,none,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,2,target,reach,pos,TRP,1,3,0,opposite,,none,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,4,target,weight,pos,TWP,1,3,0,opposite,can lift everything,scale,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,huge bag,scale,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,6,filler,scale,pos,FSP,2,3,0,opposite,,,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,7,filler,sameness,neg,FMN,2,3,0,opposite,,,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,8,target,fit,neg,TFN,1,1,1,adult-like,dig holes?,random,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,"long, can reach books",scale,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,10,filler,scale,neg,FSN,2,3,0,opposite,,,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,lift things,scale,1
M,2018-08-01,72,2018-07-24,2014-04-01,4,POS,12,target,capacity,neg,TCN,1,3,0,opposite,can reach things,scale,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,1,target,fit,pos,TFP,3,2,0,middle,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,2,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,4,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,5,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,8,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-01,73,2018-07-24,2014-05-17,4,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,2,target,reach,neg,TRN,3,2,0,middle,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,3,filler,sameness,neg,FMN,2,3,0,opposite,,,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,4,target,weight,neg,TWN,3,1,0,opposite,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,7,filler,sameness,pos,FMP,2,3,0,opposite,,,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,11,target,weight,pos,TWP,1,3,0,opposite,,none,1
M,2018-08-01,74,2018-07-26,2013-01-24,5,NEG,12,target,capacity,pos,TCP,3,2,0,middle,,none,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,small,scale,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,tallest,scale,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,big basket,scale,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,9,target,reach,pos,TRP,1,3,0,opposite,don't know,none,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-01,75,2018-07-30,2012-01-24,6,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,basket so big,scale,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,1,target,fit,pos,TFP,3,2,0,middle,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,2,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,4,target,weight,pos,TWP,1,2,0,middle,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,5,target,capacity,pos,TCP,3,2,0,middle,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,7,filler,sameness,neg,FMN,2,,0,other,,,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,8,target,fit,neg,TFN,1,3,0,opposite,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,9,target,reach,neg,TRN,3,2,0,middle,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,11,target,weight,neg,TWN,3,2,0,middle,,none,1
M,2018-08-10,76,2018-08-02,2014-09-23,3,POS,12,target,capacity,neg,TCN,1,2,0,middle,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,1,target,fit,pos,TFP,3,2,0,middle,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,2,target,reach,pos,TRP,1,2,0,middle,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,4,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,5,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,6,filler,scale,pos,FSP,2,1,0,opposite,,,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,7,filler,sameness,neg,FMN,2,1,0,opposite,,,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,8,target,fit,neg,TFN,1,2,0,middle,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,9,target,reach,neg,TRN,3,2,0,middle,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,10,filler,scale,neg,FSN,2,3,0,opposite,,,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-10,77,2018-08-02,2015-04-17,3,POS,12,target,capacity,neg,TCN,1,3,0,opposite,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,1,target,fit,neg,TFN,1,3,0,opposite,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,5,target,capacity,neg,TCN,3,2,0,middle,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,6,filler,scale,neg,FSN,2,3,0,opposite,,,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,,none,1
